RUN_ID,Powertrain,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,h_s,weight_dist,MainAxle_TorqueSplit_int,Hybrid_ICE_priority,VM,EV,Hy,i_GET_EV,i_ges_P4,mode,use_cus_val,Gear_Ratio,No_Gears,shiftDelay,Displacement_cc,Induction_Type,Boost_Pressure_bar,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc,Cell_Cap_Ah,Cell_V_nom,Cell_R_inner,Cell_V_min,Cell_V_max,Cell_I_max_chg,Cell_I_max_dis,SOC_Vector,Cell_OCV_Vector,n_s,n_p,facSocInit,SOC_Recup_Limit,SOC_Bat_Discharge_Limit
4725,Hybrid,0.62,2.30166,1,1,3.8,1845,2.924,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.6,4619,NA,0,1,0,0,0,0,750,7000,100,500,250,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4726,Hybrid,0.62,2.27088,1,0,4,1845,2.923,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.51, 0.39]",7,0.6,2997,NA,0,1,0,0,0,0,750,6500,68,340,150,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4727,Hybrid,0.62,2.27088,1,1,3.8,2055,2.923,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.6,2997,NA,0,1,0,0,0,0,750,7000,110,550,270,230,18,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4728,Hybrid,0.62,2.27088,1,1,3.8,2225,2.927,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.51, 0.39]",7,0.6,4619,NA,0,0,1,0,0,0,750,6500,76,380,185,0,0,0,0,230,105,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4729,Hybrid,0.62,2.331354,1,1,3.8,2125,2.998,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,2997,NA,0,1,0,0,0,0,750,6500,132,660,338,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4730,Hybrid,0.62,2.331354,1,1,3.8,2155,3.128,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,2997,NA,0,1,0,0,0,0,750,6500,132,660,338,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4731,Hybrid,0.62,2.331354,1,1,3.8,2305,2.998,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.35,2997,NA,0,1,0,0,0,0,750,6500,160,800,420,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4732,Hybrid,0.62,2.331354,1,1,3.8,2160,2.892,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.6,3152,NA,0,1,0,0,0,0,750,6500,76,380,185,350,105,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4733,Hybrid,0.62,2.331354,1,1,3.8,2055,2.923,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.6,3982,NA,0,1,0,0,0,0,750,7000,110,550,270,230,18,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4734,Hybrid,0.62,2.327958,1,1,3.8,2075,2.923,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.6,2997,NA,0,1,0,0,0,0,750,7000,110,550,270,230,18,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4735,Hybrid,0.62,2.401819,1,1,3.8,2125,2.998,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,3300,NA,0,1,0,0,0,0,750,6500,132,660,338,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4736,Hybrid,0.62,2.401819,1,0,4,1635,2.681,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.6,3300,NA,0,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4737,Hybrid,0.62,2.401819,1,0,4,1900,2.681,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,3300,NA,0,1,0,0,0,0,750,6500,50,250,130,330,85,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4738,Hybrid,0.62,2.401819,1,0,4,1635,2.681,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.35,3300,NA,0,1,0,0,0,0,750,6500,50,250,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4739,Hybrid,0.62,2.401819,1,1,3.8,1830,2.819,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.35,3346,NA,0,1,0,0,0,0,750,6500,64,320,150,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4740,Hybrid,0.62,2.401819,1,1,3.8,2105,2.819,0.4,1,0.5,1,0,0,1,0,3.8,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.51, 0.39]",7,0.6,3300,NA,0,0,1,0,1,0,750,6500,74,370,185,0,0,0,0,264,80,10000,0.04,0,0,0,0,166,50,15000,0.04,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4741,Hybrid,0.62,2.375464,1,1,3.8,2225,2.82,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.6,3300,NA,0,1,0,0,0,0,750,6500,76,380,185,350,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4742,Hybrid,0.62,2.375464,1,1,3.8,2245,2.82,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.35,3300,NA,0,1,0,0,0,0,750,6500,76,380,185,350,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4743,Hybrid,0.62,2.425905,1,1,3.8,2225,2.82,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.35,3300,NA,0,1,0,0,0,0,750,6500,76,380,185,350,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4744,Hybrid,0.62,2.425905,1,1,3.8,2245,2.82,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.35,3300,NA,0,1,0,0,0,0,750,6500,76,380,185,350,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4745,Hybrid,0.62,2.425905,1,1,3.8,1985,2.82,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.35,3300,NA,0,1,0,0,0,0,750,6500,68,340,150,55,18,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4746,Hybrid,0.62,2.458946,1,1,3.8,2130,2.995,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.35,3300,NA,0,1,0,0,0,0,750,7000,100,500,250,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4747,Hybrid,0.62,2.450251,1,1,3.8,2130,2.995,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.35,3300,NA,0,1,0,0,0,0,750,7000,100,500,250,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4748,Hybrid,0.62,2.415471,1,1,3.8,2175,2.995,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.6,3346,NA,0,1,0,0,0,0,750,7000,100,500,250,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4749,Hybrid,0.62,2.450251,1,1,3.8,2390,2.998,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.35,3300,NA,0,1,0,0,0,0,750,6500,160,800,441,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4750,Hybrid,0.62,2.48589,1,1,3.8,2350,2.998,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.714, 3.143, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.35,2979,Turbo,1.1,1,0,0,0,0,750,6500,170,850,471,55,3,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4751,Hybrid,0.62,2.48589,1,1,3.8,1635,2.82,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,2979,Turbo,1.1,1,0,0,0,0,750,6500,64,320,150,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4752,Hybrid,0.62,2.48589,1,1,3.8,2175,2.929,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.35,2979,Turbo,1.1,1,0,0,0,0,750,6500,160,800,441,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4753,Hybrid,0.62,2.51262,1,1,3.8,2150,2.93,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.35,2979,Turbo,1.1,1,0,0,0,0,750,6500,160,800,441,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4754,Hybrid,0.62,2.48589,1,1,3.8,2140,2.93,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.35,2979,Turbo,0,1,0,0,0,0,750,6500,170,850,463,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4755,Hybrid,0.62,2.51262,1,1,3.8,1845,2.82,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,2979,Turbo,0,1,0,0,0,0,750,6500,46,230,280,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4756,Hybrid,0.62,2.46807,1,1,3.8,2474,2.82,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.35,2979,Turbo,1.1,1,0,0,0,0,750,6500,80,400,280,50,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4757,Hybrid,0.62,2.46807,1,1,3.8,2505,3.194,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.35,2979,Turbo,0,1,0,0,0,0,750,7000,90,450,250,400,100,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4758,Hybrid,0.62,2.583774,1,1,3.8,2646,3.194,0.4,1,0.5,1,0,0,1,0,3.8,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.35,2979,Turbo,1.1,0,1,0,1,0,750,6500,90,450,250,0,0,0,0,450,140,10000,0.04,0,0,0,0,166,50,15000,0.04,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4759,Hybrid,0.62,2.583774,1,0,4,1465,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[15.3, 9.03, 5.74, 4.01, 3.11, 2.49, 2.02]",7,0.35,2979,Turbo,1.1,1,0,0,0,0,750,6500,46,230,90,55,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4760,Hybrid,0.62,2.611029,1,0,4,1500,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[15.3, 9.03, 5.74, 4.01, 3.11, 2.49, 2.02]",7,0.35,2979,Turbo,1.1,1,0,0,0,0,750,6500,48,240,115,55,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4761,Hybrid,0.62,2.611029,1,1,3.8,1605,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,2979,Turbo,0,1,0,0,0,0,750,6500,64,320,150,55,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4762,Hybrid,0.65,2.63465,1,0,4,1495,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[15.3, 9.03, 5.74, 4.01, 3.11, 2.49, 2.02]",7,0.35,2979,Turbo,0,1,0,0,0,0,750,6500,56,280,90,55,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4763,Hybrid,0.65,2.63465,1,0,4,1525,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[15.3, 9.03, 5.74, 4.01, 3.11, 2.49, 2.02]",7,0.35,2979,Turbo,0,1,0,0,0,0,750,6500,48,240,115,55,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4764,Hybrid,0.65,2.661905,1,0,4,1595,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,2979,Turbo,0,1,0,0,0,0,750,6500,48,240,115,55,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4765,Hybrid,0.62,2.591541,1,0,4,1620,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.35,2979,Turbo,0,1,0,0,0,0,750,6500,64,320,150,55,14,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
